id,text,location
208, ]ka-ta BOS ZE 20,Knossos
209, ko-no-so-de BOSf 5 BOSm 8,Knossos
210," ]no-re CAPm (1)[
]ra-zo[",Knossos
211,"sup. mut.
 ]-je-re-u OVIS [
] OVISx [
inf. mut.",Knossos
212, ](da)-mo-ko-ro SUS 1,Knossos
213,".A ]ka-ma-o [ ]f (10)[
.B ]-no , CAPf 20[",Knossos
214, ] (1) OVIS 2 'e-u-[ ](ma)-(wi)-jo OVIS 1',Knossos
215," a-ki-ri-ja CAPm (2)6 CAPf [
 vacat [ ](ke) 3[",Knossos
216,"to-ro-wa-ko , (BOSx)[",Knossos
217, tu-zo BOS ZE 1[,Knossos
218, ](mo)-ko-ro (SUSx) (1)[,Knossos
219,"]pa-ro , [",Knossos
220,di-ko-to / e-ma-a2-o OVISf 60 WE 30[,Knossos
221,".a ]a-di-je-wo [
.b ]i-to OVISm 40 [",Knossos
222,"](ra)-jo , ma-ti-jo OVISm (110)[
 ]e-ra-ja , qi-ni-te-we OVIS 100 sa[",Knossos
223,".a ] ra-wo-qo-no-jo
.b ](pa) / da-wo OVISm 68",Knossos
224,"sup. mut.
 ](ke)-mo / sa (OVISm)[",Knossos
225, ]ko-we OVISm[,Knossos
226,".a ] a-no-qo[
.b ]ni-to / e-ra [",Knossos
227, ]-ro / u-ka (OVISm)[,Knossos
228,"]a-ka OVISm [
 ] vacat [",Knossos
229," ]-ta-ra-pi , (OVISm)[",Knossos
230, ]-si-jo-jo / (ko) // OVIS(m)[(da)-te-we-ja [,Knossos
231, ]da-wo OVISf 60[,Knossos
232," ](qa)-mo , OVISm 120[",Knossos
233, ]-to-wi-jo OVIS(m)[,Knossos
234, ]we-e (OVISm)[,Knossos
235,"pi-ra-me-no , / pa-i-to GRA 10[",Knossos
236, ka-pa GRA[,Knossos
237,ra-wa-si-jo (GRA)[,Knossos
238,ru-ki-ti-jo GRA 246 T 7tu-ri-si-jo GRA 261 ra-ti-jo GRA 30 T 5,Knossos
239," ](ti)-jo GRA 195 OLIV+A 43 OLIV+TI 45
 ]i-jo GRA 143 da-*22-ti-jo GRA 70 OLIV 45",Knossos
240,](da)-*83-ja-i GRA 302 OLIV 8(9)[ru-ki-ti-jo GRA 73 o-na-jo GRA[,Knossos
241," vacat qa-ra-jo , GRA 25ru-ki-ti-jo GRA 23[ti-ri-ti-jo GRA[
](ri)-mi-jo (GRA)[ ](1) T (2) V 3qa-mi-jo , GRA 12 T 5u-ta-ni-jo , GRA[pu-si-jo , GRA (6)[
vacat [",Knossos
242,"pa2-ra-jo GRA 25ru-ki-ti-jo GRA 2(1)ti-ri-ti-jo GRA [
]-(ri)-mi-jo GRA [ ] T 2 V 3pa2-mi-jo GRA 12 T 5u-ta-ni-jo GRA [pu-si-jo GRA [
vacat",Knossos
243,ko-no-si-ja / ki-ri-te-wi-ja-i LUNA 1 GRA 100[a-mi-ni-si-ja LUNA 1 GRA 100 [pa-i-ti-ja LUNA 1 GRA 100[ ,Knossos
244,a-ze-ti-ri-ja GRA (10)[,Knossos
245,".1a ] di-wo [
.1b ]ra , te-o-i / me-a-de[
.2 ](OLIV) 24 T 4 (PYC)[ ] T 2 me-na GRA 2 T (4)[
.3 ]pe-ro2-[ ] 2 T 4 ki-da-ro GRA (21)[ ](to)-so GRA[",Knossos
246,"vacat [e-me-si-jo-jo[pa-na-so GRA 100[ta-ra-qo GRA [ta-u-pa-du-we (GRA)[
a-(ro)-ja[pu-na-so[
inf. mut.",Knossos
247,"]ra-wa-e-si-jo , / to[
 ] (to)-so GRA 22[",Knossos
248," ]no-so / a-no-qo-ta-o LUNA 1 GRA 10 T 2[
 ] LUNA 1 GRA 12 T (7) da-na-mo LUNA 1 GRA (11)[ ](T) 7 [",Knossos
249,"](qa)-sa-ro-we[ ] a-ma
] GRA (6)2[ ] 8",Knossos
250,"pu-ta-ri-ja , pe-ra[to-so GRA 130[",Knossos
251,]ma-si-jo a-ma GRA 132 TO 5,Knossos
252,"]to-i-ja , o-pa GRA[",Knossos
253,a-ta-re-wo / a-ma GRA 100[ ,Knossos
254,to do: confirm a-ta-re-wo; DNE in Chadwick & Ventris' index,Knossos
255,"]do-ti-ja GRA 48 'pe-ma'
]ra-wa-ke-si-jo GRA 10 T 5",Knossos
256,"]ri-mi-jo GRA 10[
 ] GRA 35 ri-[
 ]ri-jo GRA[",Knossos
257,"]me-si-jo-jo , / pa-(na)[ ] GRA 100[",Knossos
258,]e-pi-ke-to GRA 30[,Knossos
259,o-pa-wo-ne-ja / to-qa OLE 24 ,Knossos
260, ka-ro / a-pu-do-si 'te'OLE 23 S 2,Knossos
261, pe-da-i-ra / du-ni-ja OLE 4 S 2 V 1,Knossos
262, a-ne-ra-to OLE 2 do-re-we OLE 2,Knossos
263,du-pu2-so / zo-a OLE 15 e-pi-ko-wa (OLE) (1) S 1 V 3,Knossos
264, ka-pa-ri-jo-ne OLE 1,Knossos
265, du-ru-po OLE V 1,Knossos
266, a3-ki-pa-ta OLE 2[,Knossos
267," ma-ro-ne / ku-pi-ri-jo OLE 6 S 2 MU 5we-we-(ro) , / o-no OLE 1 a-ri-to-[ . ](jo) OLE V 2",Knossos
268," o-no , i-su-ku-wo-do-to , OLE 1 S 1qe-te-o , [ [ te-o ] ] OLE 1",Knossos
269, ru-ki-to / a-pu-do-si OLE 53 V 3,Knossos
270,po-ro-ko-wa OLE 2,Knossos
271, *47-so-de OLE V 3,Knossos
272, de-u-jo-i OLE S 1,Knossos
273, ra-ma-na-de / de-ma-si OLE S 1,Knossos
274,qa-ti-ja / zo-a OLE 30,Knossos
275,o-mi-ri-jo-i OLE 1[ ],Knossos
276, *47-so-de OLE 2 S 1e-ra-de OLE 2 V 1,Knossos
277," ] , to-ro-qa OLE 10",Knossos
278,".a zo-a[
.b ku-do-ni-ja / e-te-(ja)[",Knossos
279,".a ki-ra-*56-so , u[
.b ma-si-dwo / me-[",Knossos
280,".a OLE 21 S 2 [ ] vacat
.b ku-pi-ri-jo / o-no zo-a OLE (3) (V) (3)",Knossos
281, [ [ ne-wo (OLE) (8)3 ] ] [ ] tu-[ ] 7 V 2[,Knossos
282,".a ]-ke , a-ku-tu-ru-wo[
.b ]u-te-si OLE[",Knossos
283,".a ]*83-ja-de OLE V 1
.b ](da)-so-de OLE V 1",Knossos
284, to-so / a-pu-do[,Knossos
285, to-so-ku-su-pa OLE 330 S 1,Knossos
286," o-pi , du-ru-po OLE S 1 [",Knossos
287, zo-a / a-ra-si-jo (OLE)[,Knossos
288,".a ] ko-no-so[ ] vacat
.b ]mu-to / de-ka-sa-to [ ]OLE (7)0",Knossos
289, ]o-se-ko-do / ku-pi-ri-jo OLE 13 S 1 MU 10,Knossos
290, ku-pi-ri-jo / o-no OLE 150,Knossos
291," tu-ni-ja-(de) , / te[",Knossos
292, a-pu-(do)[,Knossos
293, ]ne-wo OLE 10[,Knossos
294, ]ro-qa OLE 1[,Knossos
295, ]ma-qa-to OLE[,Knossos
296, ]pu-do-si OLE 17 S 2[,Knossos
297, ]jo-te / zo-a OLE 33 S 1 e-pi-ko-(wa)[,Knossos
298," ]po-ro-ko-wa , a[",Knossos
299, ko-ro-ja-ne OLE [,Knossos
300, ku-do[,Knossos
301, ]re-pi-ru-nu-we[,Knossos
302, do-ni-ja[,Knossos
304, ka-ke-we OLE+[ ] S 1 V 1,Knossos
305, ]te-o[,Knossos
306, tu-ri[,Knossos
307, ]qa-nu-we[,Knossos
308, e-ri-nu[,Knossos
309, ]ro-to-qa OLE 20[,Knossos
311, u-ru-pi-ja[,Knossos
312,*47-so-de[,Knossos
313," ]-si-ja V 1 a-ri-ja-wo-ne [ ] vacat
]si-ja / e-to-wo-ko V 3 *47-so-de S 1 ",Knossos
314, ra-pte-re OLE V 3,Knossos
315, *56-i-ti OLE S 1,Knossos
316, wi-na-jo / e-ra-jo OLE V 1,Knossos
317, ](ja)-[ . ]-jo / pe-da[ ]i-je-[,Knossos
318,"
 ]ra-i / ko-[ ] OLE S 1",Knossos
319, ku-pi-ri-jo / ma-ro-ne OLE 100 [,Knossos
320, wi-ri-ne-we OLE 12 S 1,Knossos
321, wa-po OLE [,Knossos
322, *47-so-(de)[,Knossos
323," o-na , de-(mi)-(ni)-jo OLE 2 S 2",Knossos
325, ]-pte-si / [ . ]-u-pi-ri-[ . ]-(i) (OLE) S 1 ,Knossos
326,]de-ma-si OLE 2,Knossos
327, ](so) / a-pu-do-si OLE[,Knossos
328, wi-ri-ne-we [,Knossos
329," ]-de , / zo-a OLE 23 S 1",Knossos
330, ]mi-ni-(si)[,Knossos
331, ro-ru[ ,Knossos
332,"(u)-ta-no , [",Knossos
333, ] / a-pu-do[,Knossos
334, ku-pi-ri-jo / u-ne[to-ro-qo / a-nu-[,Knossos
335, ]-ki-ro / ku-pi-ri-jo[ ]o-no OLE (9) S[ ] MU 7,Knossos
336, ]me-no OLE 2 S 2,Knossos
337,".a za-we-te [
.b a-mi-ni-si-ja / a-pu-do-(si) OLE 30[",Knossos
339,".a ko-[
.b zo-a /a-[",Knossos
340, ta-nu-[,Knossos
341, qa-to-no-(ro)[,Knossos
342, ko-ki-de-jo / qa[,Knossos
343,".a ] di-ka-ta-de[
.b ]de / i-je-[ ](OLE) 1 [",Knossos
344," ](si)-na-jo [
 ]-ni-ja-mo [",Knossos
345,"sup. mut.
 qe-ra-si-[",Knossos
346, ](ra)-u-to [,Knossos
347, ]*47-so-de / wa-u-so[,Knossos
348,"sup. mut.
 ](ko)-pe-re-we (OLE)[
inf. mut.",Knossos
349, *56-(i)-ti-(je)[,Knossos
350,"sup. mut.
 ]ku-pi-(ri)[
inf. mut.",Knossos
351, to-ro-qa OLE 5,Knossos
352,".a ] OLE S 1[
.b ]OLE S 1 ru-do-ro-(i)",Knossos
353, *47-so-de OLE 1,Knossos
354,".a V (2)[
.b ku-ru-me-ne-jo / de-u-(ki)-(jo)[",Knossos
355, me-ra-de OLE S 1,Knossos
356, ]-ra-de / ne-wo-jo OLE 4[ ] vacat [,Knossos
357," ]wa-ja , / qa-(sa)[",Knossos
358, ]-(qo)-ta / to-qa (OLE)[,Knossos
359,"sup. mut.
 ]ni-ja OLE (1)[",Knossos
360, ]-so-de [,Knossos
361,"sup. mut.
 ]*83-ja-de [",Knossos
362," ](a)-(pa)-to-re[
inf. mut.",Knossos
363,"sup. mut.
 ] ru-ki[
inf. mut.",Knossos
364, *56-ti[ ]1 S 1,Knossos
365,"de-u-ki-jo-jo 'me-no'di-ka-ta-jo / di-we OLE S 1da-da-re-jo-de OLE S 2pa-de OLE S 1pa-si-te-o-i OLE 1qe-ra-si-ja OLE S 1[a-mi-ni-so , / pa-si-te-o-i S 1[e-ri-nu , / OLE V 3*47-da-de OLE V 1a-ne-mo , / i-je-re-ja V 4vacatto-so OLE 3 S 2 V 2",Knossos
367, di-wi-jo-jo 'me-no'qe-ra-si-ja OLE S 1pa-si-te-o-i OLE S 1vacat,Knossos
368, ka-ra-e-ri-jo / pa-si-te-o-i S 1qe-ra-si-ja OLE S 1,Knossos
369," ka-ra-e-ri-jo , 'me-no' [di-ka-ta-de , OLE S (1) [",Knossos
370,"*47-ku-to-de OLE V 1 pi-pi-tu-na V 1
*85-ri-mo-de OLE V 4 pa-si-te-o-i S 1 qe-ra-si-ja S 1a-ne-mo-i-je-re-ja OLE 1 u-ta-no , 'a-ne-mo-i-je-re-ja'S 1 V 2",Knossos
373,".1a me-no OLE
.1b a-ma-ko-to , / jo-te-re-pa-to , // e-ke-se-si V 1
.2 qe-ra-si-ja S 1 a-mi-ni-so-de , / pa-si-te-o-i S 1 a-re (V)[",Knossos
374," ka-ra-e-ri-jo , / me-no*56-ti S 2 , pa-si-te-o-i S 1",Knossos
375,"wo-de-wi-jo , 'me-no' , pa-si-te-o-i S 1qe-ra-si-jo OLE S 1",Knossos
376," ]-jo-de , / ka-ra-e-ri-jo , (me)[
 ]jo S 1 pa-si-te-o-i S 1 [",Knossos
377, to-so-[,Knossos
378,ko-no[,Knossos
379," wo-de-wi-jo , 'me-no' / si-ja-ma-to OLE S 2pa-de , S 1 qe-ra-si-ja S 1 pa-si-te-o-i S (1)a-mi-ni-so-de , / pa-si-te-o-i OLE S 1",Knossos
380," ]ka-ra-e-i-jo OLE 1 S 2
 ]jo OLE V 1 pa-ja-ni-jo OLE V 1",Knossos
381," qe-te-a , te-re-no OLE [ da-*83-ja-de / i-je-to S 2 ki-ri-te-wi-ja , [di-wo-pu-ka-ta S 2 [
 ] vacat [",Knossos
383," ku-pi-ri-jo / su-ko-ne (OLE) [
 si-ja-(ma)[ ] OLE 1 S [
 ]de (OLE) 2 [
 ] vacat [",Knossos
384, a-ka-ta-ra-te-so-de OLE (10),Knossos
385,".A HORD T 1 NI V 3 OLE Z 2
.B sa-na-to-de , FAR V 1 VIN V 1 ",Knossos
386,".A HORD T (1) NI V 3
.B a-*65-ma-na-ke / me-na FAR V 1 OLE Z 1",Knossos
387,".A HORD T 1 NI V 3 FAR V 2 VIN V 2
.B a-ro-do-ro-o , / wa-(ke)-ta , HORD T 1 NI V 3 OLE V 1 ",Knossos
388,".A HORD T 1 NI T 1[
.B pa-de , FAR V 2 [ ",Knossos
389,".A ] [ [ HORD ] ] HORD[
.B ]ki-to , o-ja-de , [ ",Knossos
390,".A ] HORD T 1 NI T 1 FAR V 2 VIN V 22
.B ]qe-sa-ma-qa , / ta-mi-te-mo , HORD T 1 OLE V 1 ",Knossos
391," e-ti-wa , HORD T 1 NI V 3FAR V 1 OLE Z 2 VIN V 1 ",Knossos
392, (a)-*65-ma[ ,Knossos
393," ka-u-da , HORD , T 1 [FAR V 1 VIN V 1[",Knossos
394," ] HORD T 1 NI V 3 [
 ](na)-to-de , FAR V 1 VIN V 1 [",Knossos
395," ja-pe-re-so , HORD T 2 NI V 3 VIN V 2FAR V 1 OLE V 1 ",Knossos
396," ]ki-ri-jo-de[
 ]FAR V 1 [",Knossos
397, da-da-re[,Knossos
398,wa HORD T 1 V 3 po-ra-de-qo-no V 2 Z 2di-we HORD T 1 HORD T 4 Z 2 ma-(qe) HORD V 6,Knossos
400,"sup. mut.(a)-(ta)-ti-nu T[ ](V)[a-e-da-do-ro T 3 [ [ V (2) ] ]a-me-ja T 3 V 2
 ] T 4
 ] vacat
inf. mut.",Knossos
401,"sup. mut.
 ]-me-(no)
[ . ]-pita-pa-no
ne-je-ta[a-ka-i-jo[a-ri-we-(we)[inf. mut.",Knossos
402," e-ko-so , / to-so GRA 400[ ](OLIV) 82 T 4CYP+KU 5 T 3 CYP[ ]1[ ](T) 7vacat [ ] inf. mut.",Knossos
403,"vacat [(a)-ko-ra-ja / (ku)[
 ] vacat [inf. mut.",Knossos
404, te-ra-po-ti HORD 9 T 8 V 3,Knossos
405," ]ka-da-ra-so (OLE) 2
 ]qa-ka OLE 1 pu-ri OLE S 2[
 ]-jo OLE S 3 o[",Knossos
406," ]wi-jo-jo e-ra[
 ](wo) OLE+A V 1 [",Knossos
407,"sup. mut.
 ]-to[
] da-*22-to HORD 2
 ]-(ro) da-*22-to HORD 2
 ]-ri da-*22-to HORD 2
 ] vacat
inf. mut.",Knossos
408," ]-ti-ja , sa-pi-ti-(ne)-we-jo [
 ]a-di-*22-sa GRA+PE T (5) NI 8[
 ](no)-di-mi-zo-jo[ ] , GRA+PE 2 NI 34[pa-i-to , mi-sa-ra-jo , sa-pi-ti-ne-we-jo[su-za , NI 75 ka-po , e-[
]wa , OLIV 46 e-ra-wa[
 ] vacat",Knossos
409,".a ] a-ma
.b ](ro) , / da-mo GRA [ ]8 OLIV+A 12",Knossos
410,".1a ] e-pi-ke-re [
.1b ](i) / a-ma GRA [
.2 ] OLIV+A 46 [ ] ",Knossos
411," da-wo / a-ma , e-pi-ke-re GRA 10(3)00[OLIV+A 70 OLIV+TI 20 PYC+O (1)2[",Knossos
412,"sup. mut.
 ](na)-(ro) GRA 5
 ]-do-we-i , ma-so-qe GRA 8
 ] vacat
 ] GRA 402 OLIV+A 52",Knossos
413, ](ni)-jo / di-ka-ta-de NI 10 ma-(sa)[,Knossos
414,".1 ka-ma[
.2a di-pa-te[
.2b ka-[
.3a i-je-[
.3b ]ka-ma[
.4a sa-i-[
.4b i-je-[ ",Knossos
415,"side 2 (verso)
ke-ki[",Knossos
416,"sup. mut.
 ] e-u-ko-me[
 (pe)-qe-(u)[ ]vacat[inf. mut.",Knossos
417, ja-na-ti[,Knossos
418,"sup. mut.
 ](da)-*22-to HORD [
 ]*22-to (HORD)[inf. mut.",Knossos
419,pu-na-si-jo / ti-mi-(nu)-(wo)[KO T 5 [,Knossos
421,ru-ki-ti-jo ko-ri-ja-do-no AROM 2 T 6,Knossos
422,ru-ki-ti-jo ko-ri-ja-do-no AROM 1 T 6,Knossos
423,a-ka-re-u / pa-i-to AROM 9 T 2,Knossos
424,".A po-ni-ki-jo M 5
.B qa-mo / ko-ri-ja-do-no AROM 1 ",Knossos
425,lat. inf.ta-u-na-so KO V 1[,Knossos
426,su-ri-mi-jo po-ni-ki-jo M 3 ko-ri-ja-do-no T 5 [,Knossos
427,".A po-ni-ki-jo M 3
.B su-ri-mi-jo / ko-ri-ja-do-no T 5",Knossos
428,".1 a3-ta-jo / ku-ta-ti-jo[ ](AROM) 1
.2a ri-wi-so[ ] ko-ri[ ]
.2b tu-to / ku-ta-ti-jo [ ]AROM 1",Knossos
429,".A po-ni-ki-jo [
.B pu-na-si-jo [",Knossos
430,".a ] a-pu-do-si ko-ri-ja-do-no T 5
.b ](ti)-jo",Knossos
431,".a ] ko-ri-ja-do-no
.b ]jo AROM 1",Knossos
432,".A po-ni-(ki)[
.B qa-ra-jo / ko-ri-ja-do-no AROM (2) [",Knossos
433,"da-wa-no , e-we-de-u [",Knossos
434,".a po-(ni)-ki-jo
.b *56-ko-we-i-jo / a-pu-do-si M 5",Knossos
435,".A ]pa-ra-u-jo a-pu-do-si po-ni-ki-jo M 1
.B ] vacat",Knossos
436,".A ] po-ni-ki-jo M 4 N 1
.B ] du-ni-jo [",Knossos
437,da-wi-jo / a-pu-do-si po-ni-ki-jo di-ta-ka-so M 8 N[ ](o)[e-pu2-no / po-ni-ki-jo M 8 N 1 o M 1 N 1 ,Knossos
438,".a a[
.b ti-ri-ti[",Knossos
439,"ku-ta-to , / ku-pa[",Knossos
440,"]2 pa-de , PYC T[
 ][ [ (wa)-du-ri ] ][",Knossos
441,".a ]te-ra [
.b ]do-si CYP 10 o-pe-ro[",Knossos
442,"da-*22-to , / o-pe-ro , *171 (4)[ ] PYC 26 T 3ku-ta-to , / o-pe-ro , *171 (4) PYC 15",Knossos
443," ]*83-re-jo-de T 1 ]ni-so-de , / ku-pa-ro T 1",Knossos
444,".a ku-pi-ri-jo
.b tu-wi-no , / ku-pa-ro AROM+PYC 1 [",Knossos
445,".a ](za)-we-te-ra [
.b ](pu)-do-si AROM+PYC 10[",Knossos
446,".1a ] ku-pa-ro *171 2[
.1b ]to a-pu-do-si [
.2 ](4) T 5 o-[
.3 ] vacat [",Knossos
447,ku-ta-ti-jo[ko-ri-ja-do-no[,Knossos
448,".a ] pe-ma
.b ](ma)-ri-ne-we , / ko-ri-ja-do-no , AROM 10",Knossos
449,"Chadwick & Ventris 1973:
 ]-ri-ne-we pe-ma , ko-ri-ja-do-no , *123 10",Knossos
450,wa-na-ka-te pe-ma AROM 10,Knossos
451,"wa-na-ka-te , / [ [ko] ] pe-ma AROM 10",Knossos
452,".a ko-ri-ja-do-no
.b tu-wi-no-no , / ku-pi-ri-jo AROM 6",Knossos
453," ]-ni-jo , / ku-pi-ri-jo AROM 5",Knossos
454, ](ko)-(ri)-ja AROM 5,Knossos
455,]-do AROM 6,Knossos
456,".1a ]pe-ma
.1b ]ja-do AROM 1 (T)[
.2 ]-ni-jo , AROM[ ",Knossos
457,"lat. inf.
 ]mi-dwe , AROM 10[",Knossos
458,"ko-sa-ma-to , / ko-ri-ja-do-no T 2",Knossos
459," .a ] a-ka-wo [
.b ] ko (AROM)[",Knossos
460,".1 wo-de-(wi)-jo-jo , / me-(no)[ // ]ri-jo-de ,
.2 ko-no , MA 3 ko-(ri)[ ]2 pa-de-i , ko-no MA 2 KO T 1[
.3a ] pa-si-te-o-i ,
.3b pa-sa-ja , ko-no , [ ] a-mi-ni-so-de , (MA) 2",Knossos
461,te-o-po-ri-ja / ma-sa PYC T 1,Knossos
462,".a ]wo-ne-we [
.b ](po)-ni-ki-jo[",Knossos
463,"sup. mut.
.1 ]-(si)-(jo) / o-pe-(ro)[
.2 (da)-(wi)-(jo) / (ki)[
.3a ](do)-si
.3b ra-je-(u) , [ ](ta)-(no) AROM 1(1) o 2
.4a (a)-(pu)-do-si
.4b pu-(na)-si-jo / ki-ta-no AROM 11 o 1[
.5 vacat
.6 to-sa AROM 58
.7 (to)-sa-de / o-pe-ro AROM 31
.8 vacat",Knossos
465,"sup. mut.
.1a ] a-pu-do-si
.1b ]ki-ta-no AROM 13 o AROM 1(1)[
.2 ](6)5
.3 ]AROM 35 [",Knossos
466," ]ki-si-ja , AROM 12 [",Knossos
467,]-(ni)-ja AROM (5),Knossos
468,"pa-i-ti-ja , AROM 34[
 ] vacat [ ] vacat [",Knossos
469,]do-si PYC+QA (9)[,Knossos
470," ] me-no , [
 ]MA 2 pa-(sa)[
 ] , pa-ra-[",Knossos
471," ]-ti-jo , ka-to-ro X ko-ri-ja-do-no [ [ (T) 6 ] ]
 ](o) T 3 ta-si-ko-(no) X T 7 o T 3
 ](T) 7 o T 3[ ][ [ ] ][
 ](si)-jo X T 2[
 ](T) (5) o T (2)[",Knossos
472,"](si) po-ni-ki-jo M 2
] vacat",Knossos
473,".a ]ki-jo M 1(4)[
.b ] vacat ",Knossos
474," ]ni-ki-jo M[
 ] vacat [",Knossos
475, ma-ri[,Knossos
476," ]pa-ro PYC[
inf. mut.",Knossos
477,"sup. mut.
 ]ni-ki[",Knossos
478," ]*209VAS 2 [
 ](te)-o ME+RI *209VAS 1[
 ] vacat [",Knossos
479, to-so / e-te-jo *209VAS 542 (*172)[,Knossos
480," ](i)-to , / da-nwa ME+RI *209VAS+A 16 *172 8",Knossos
481,"pa-si-te-o-i / me-ri *209VAS 1da-pu2-ri-to-jo , / po-ti-ni-ja 'me-ri'*209VAS 1",Knossos
482," ] me-no
 ]o-ne me-ri *209VAS+A 1",Knossos
483,"] a-mi-ni-so , / e-re-u-ti-ja ME+RI *209VAS 1
]pa-si-te-o-i ME+RI *209VAS 1
]o-ne ME+RI *209VAS 1",Knossos
484,"] a-mi-ni-so e-re-u-ti-ja ME+RI *209VAS 1
] pa-si-te-o-i ME+RI *209VAS 1
 ](ke)-(ne) ME+RI *209VAS 1",Knossos
485, ]to / o-pe-ro *209VAS 'ME+RI' 20,Knossos
486, ]-to / o-pe-ro 'ME+RI'*209VAS 20,Knossos
487,".a ]-na [
.b ] *209VAS 2 [",Knossos
488," lat. inf.
 ]ku-do-ni-jo , [",Knossos
489," ma-ri-ne-we , / do-e-ra 'ME+RI'*209VAS+A [",Knossos
490," ] , me-na , pa-si-te-(o)[
 ](si)-da-o-ne , ME+RI [",Knossos
491," ma-ki-ro-ne , / ku-pi-ri-jo , 'ME+RI'*209VAS+A 6[",Knossos
492," ]-to , a-pa-(to)[
 ]o-ne ME+RI[",Knossos
493," ](me)-no
 ]2",Knossos
494," ](pe)-ru-(si)-[
 ](jo) (za)-we-(te)-(ro) *209VAS[ ",Knossos
495," lat.inf.
 ]me-zo-e *209VAS[",Knossos
496, ](o)-pe-ro *209VAS 'ME' 5 [,Knossos
497," ]ra-e-ri-jo me-no[
 ] LANA 1 M 1 me-ri (S)[",Knossos
499," ]-ko-(de)
] ME+RI *209VAS (1)[",Knossos
500," ]me-no
 ] vacat",Knossos
511," ](ni)-jo , / a-pu-da-se-we
 ]1 VIN 16(8)
 ] VIN 100
 ]25 VIN 75[
 ](to) [ ]125 VIN 155",Knossos
512," ]si-jo , VIN[ ] vacat [",Knossos
513," ]su-za ARB 1770
 ](jo) ARB 405
 ]'(i)-po-qa'ARB 10[ ] ARB 17 *174 20
 ] [ [ 4] ]
 ]365 *174 225
 ] [ [ ] ] ",Knossos
514," ](qa)-ra , / jo-e-ke-to-qo , wo-na-si , (si)[
 ] we-je-we *174 420 su ARB 10(4)[",Knossos
515," ] *174 6(9)[
 ]su-za ARB 53[
 ] pu-ta *174 [",Knossos
516,".a ]no HORD 1 a[
.b ]ni-ja-we-jo [",Knossos
517,"Killen & Olivier 1989:
 ] , [ . ]-(na) , e-ko-si , a-pi , ku-do-ni-ja / pa-sa ki-ri-ta LUNA 1
 ]pu2-wi-ja-qe , *56-ko-we-i-ja-qe LUNA 4
 ]*22-ti-ja , ku-ta-ti-ja-qe , po-ti-ni-ja-we-ja , a-pu , ke-u-po-de-ja
 ] LUNA 4",Knossos
518,"]-(di) e-ko-si ku-do-ni-ja pa-sa ki-ri-ta MONTH 1
 ]-ja-qe pa3-ko-we-i-ja-qe
 ]-ti-ja ku-ta-ti-ja-qe po-ti-ni-ja-we-ja a-pu ke-u-po-de-ja MONTH 4",Knossos
520," ] di-ka-ta-de[
 ](ro) (PYC)+O (6)[",Knossos
521,"](sa) , *221VAS 1 *229VAS 1
]de-wa-pi , ko-no-ni-pi , *217VAS 1",Knossos
522,"] 300 *210VAS+KA (9)00[
] 300 *210VAS+KA 900 da-mi[",Knossos
523,"sup. mut.
](di)-pa AES *214VAS+DI 30[qe-ro2 AES *255 • 1(6)ku-ru-su-*56 • *207VAS 1pi-ri-je • ZE 1
] 'me-no-(no)'[
inf. mut.",Knossos
525,".A ] ke *222VAS 7
.B ] ku-pi-ri-jo / (ke) *202VAS 1",Knossos
526, a-ro-we *212VAS+U 1,Knossos
527, ]*47-ti-jo *212VAS+U[,Knossos
528," ]ka-ra-re-we *210VAS 180
 ](pi)-ja-qe
 ] vacat
 ]no , VIR 1
 ](to) VIR 1
 ]do-ke-u ,",Knossos
529," ] vacat
 ]*202VAS+DI 75 / me-wi-jo-e , [ ]4 *202VAS+DI 40[
 ]35 / me-wi-jo-e[ ](*202VAS)[
 ] vacat [",Knossos
530,"], ke-ra-a , *227VAS [
]me-no , ne-qa-sa-pi , *227VAS 1
]-te-te , ku-ru-so , [ [ (ku)-(ru)-(so) ] ]
]qa-sa-pi , *218VAS 3
inf. mut.",Knossos
531," ]we u-do *211VAS+PO 32[
 ]-we *211VAS+PO 2(5)[
 ]we *211VAS+PO 22 [",Knossos
532,"] , qa-si-re-wi-ja , di-pa , a-no-wo-to [pe-ri-ta , qa-si-re-wi-ja , di-pa , a-no-wo-to , [wi-na-jo , qa-si-re-wi-ja , di-pa , a-no-wo-to [i-da-i-jo , qa-si-re-wi-ja , di-pa a-no-wo-to [sa-me-ti-jo , qa-si-(re)-(wi)-ja , di-pa , a-no-wo-to [i-je-re-wi-jo , qa-(si)-(re)[ ]-(ja) , a-no-wo-to *202VAS 10 po-ti-[",Knossos
533," a-tu-ko / de-ra[ ], ma-te-u-pi , *212VAS+(U)[",Knossos
534, me-wo-(ni)-jo *212VAS+(U)[,Knossos
535, te-ra-po-si-jo[,Knossos
536,".A ] 'pa-we-a'TELA3 30[
.B ] , ku-do-ni-ja LANA[",Knossos
537, ]u-ka LANA[,Knossos
538,".A ] pa-we-(a) TELA [
.B ]ku-ru-so-no , / me-zo LANA 40[",Knossos
539, ] to-u-ka LANA [ ]2[,Knossos
540,".a 'wa-na-ka-te-ra'TELA(3)+TE (4)0 LANA 100[
.b se-to-i-ja , / tu-na-no TELA(1) 3 LANA [",Knossos
541,se-to-i-ja wa-na-ka-te-ra TELA+TE (40) LANA 2(00) tu-na-no TELA 3 LANA [,Knossos
